GRNAME,AccidentYear,lag,DevelopmentYear,GRCODE,DevelopmentLag,cumulative_incurred,cumulative_paid,BulkLoss_D,EarnedPremDIR_D,EarnedPremCeded_D,EarnedPremNet_D,Single,PostedReserve97_D,paid_to_incurred
Mutual Benefit Grp,1993,3,1995,6408,3,4591,3521,491,8855,1740,7115,0,12944,0.7669353082117186
Mutual Benefit Grp,1993,4,1996,6408,4,4394,4078,51,8855,1740,7115,0,12944,0.9280837505689576
Mutual Benefit Grp,1993,5,1997,6408,5,4452,4231,36,8855,1740,7115,0,12944,0.9503593890386344
Mutual Benefit Grp,1993,6,1998,6408,6,4434,4383,2,8855,1740,7115,0,12944,0.9884979702300406
Mutual Benefit Grp,1993,7,1999,6408,7,4433,4352,53,8855,1740,7115,0,12944,0.981727949469885
Mutual Benefit Grp,1993,8,2000,6408,8,4363,4354,-14,8855,1740,7115,0,12944,0.9979371991748797
Mutual Benefit Grp,1993,9,2001,6408,9,4364,4352,9,8855,1740,7115,0,12944,0.997250229147571
Mutual Benefit Grp,1993,10,2002,6408,10,4378,4359,5,8855,1740,7115,0,12944,0.9956601187756967
Mutual Benefit Grp,1994,1,1994,6408,1,6004,1484,3039,10962,1793,9169,0,12944,0.24716855429713525
Mutual Benefit Grp,1994,2,1995,6408,2,6009,3026,1925,10962,1793,9169,0,12944,0.5035779663837577
Mutual Benefit Grp,1994,3,1996,6408,3,5928,4017,1002,10962,1793,9169,0,12944,0.6776315789473685
Mutual Benefit Grp,1994,4,1997,6408,4,5192,4645,87,10962,1793,9169,0,12944,0.8946456086286595
Mutual Benefit Grp,1994,5,1998,6408,5,5195,4960,25,10962,1793,9169,0,12944,0.9547641963426372
Mutual Benefit Grp,1994,6,1999,6408,6,5051,4896,59,10962,1793,9169,0,12944,0.9693130073252821
Mutual Benefit Grp,1994,7,2000,6408,7,5010,4977,-15,10962,1793,9169,0,12944,0.9934131736526947
Mutual Benefit Grp,1994,8,2001,6408,8,4999,4961,4,10962,1793,9169,0,12944,0.9923984796959392
Mutual Benefit Grp,1994,9,2002,6408,9,5003,4989,10,10962,1793,9169,0,12944,0.9972016789926045
Mutual Benefit Grp,1994,10,2003,6408,10,5000,4992,0,10962,1793,9169,0,12944,0.9984
Mutual Benefit Grp,1995,1,1995,6408,1,7344,1583,3956,12465,1545,10920,0,12944,0.21555010893246188
Mutual Benefit Grp,1995,2,1996,6408,2,7125,3559,2444,12465,1545,10920,0,12944,0.49950877192982457
Mutual Benefit Grp,1995,3,1997,6408,3,7994,4776,2042,12465,1545,10920,0,12944,0.5974480860645484
Mutual Benefit Grp,1995,4,1998,6408,4,6549,5572,110,12465,1545,10920,0,12944,0.8508169186135288
Mutual Benefit Grp,1995,5,1999,6408,5,6662,5961,154,12465,1545,10920,0,12944,0.8947763434404082
Mutual Benefit Grp,1995,6,2000,6408,6,6511,6278,-26,12465,1545,10920,0,12944,0.9642144063891875
Mutual Benefit Grp,1995,7,2001,6408,7,6616,6531,15,12465,1545,10920,0,12944,0.9871523579201935
Mutual Benefit Grp,1995,8,2002,6408,8,6658,6497,15,12465,1545,10920,0,12944,0.9758185641333734
Mutual Benefit Grp,1995,9,2003,6408,9,6618,6519,9,12465,1545,10920,0,12944,0.985040797824116
Mutual Benefit Grp,1995,10,2004,6408,10,6618,6534,7,12465,1545,10920,0,12944,0.9873073436083409
Mutual Benefit Grp,1996,1,1996,6408,1,7362,1722,3562,12482,1405,11077,0,12944,0.2339038304808476
Mutual Benefit Grp,1996,2,1997,6408,2,7311,3388,2472,12482,1405,11077,0,12944,0.46341129804404324
Mutual Benefit Grp,1996,3,1998,6408,3,7418,4515,1971,12482,1405,11077,0,12944,0.6086546238878404
Mutual Benefit Grp,1996,4,1999,6408,4,5615,4986,101,12482,1405,11077,0,12944,0.8879786286731968
Mutual Benefit Grp,1996,5,2000,6408,5,5550,5276,-170,12482,1405,11077,0,12944,0.9506306306306306
Mutual Benefit Grp,1996,6,2001,6408,6,5683,5398,28,12482,1405,11077,0,12944,0.9498504311103291
Mutual Benefit Grp,1996,7,2002,6408,7,5759,5654,10,12482,1405,11077,0,12944,0.9817676679979163
Mutual Benefit Grp,1996,8,2003,6408,8,5803,5707,8,12482,1405,11077,0,12944,0.9834568326727555
Mutual Benefit Grp,1996,9,2004,6408,9,5798,5717,6,12482,1405,11077,0,12944,0.9860296654018628
Mutual Benefit Grp,1996,10,2005,6408,10,5805,5725,7,12482,1405,11077,0,12944,0.9862187769164513
Mutual Benefit Grp,1997,1,1997,6408,1,6224,1437,3326,10534,995,9539,0,12944,0.23088046272493573
Mutual Benefit Grp,1997,2,1998,6408,2,6023,3120,1887,10534,995,9539,0,12944,0.518014278598705
Mutual Benefit Grp,1997,3,1999,6408,3,6047,4042,1382,10534,995,9539,0,12944,0.6684306267570697
Mutual Benefit Grp,1997,4,2000,6408,4,5115,4710,44,10534,995,9539,0,12944,0.9208211143695014
Mutual Benefit Grp,1997,5,2001,6408,5,5396,5065,83,10534,995,9539,0,12944,0.9386582653817642
Mutual Benefit Grp,1997,6,2002,6408,6,5412,5181,64,10534,995,9539,0,12944,0.9573170731707317
Mutual Benefit Grp,1997,7,2003,6408,7,5392,5251,24,10534,995,9539,0,12944,0.9738501483679525
Mutual Benefit Grp,1997,8,2004,6408,8,5415,5369,9,10534,995,9539,0,12944,0.9915050784856879
Mutual Benefit Grp,1997,9,2005,6408,9,5451,5398,34,10534,995,9539,0,12944,0.9902770133920381
Mutual Benefit Grp,1997,10,2006,6408,10,5453,5406,5,10534,995,9539,0,12944,0.9913808912525216
Amerisafe Grp,1988,1,1988,6807,1,6096,2129,407,12287,4450,7837,0,50271,0.349245406824147
Amerisafe Grp,1988,2,1989,6807,2,5753,4152,388,12287,4450,7837,0,50271,0.7217104119589779
Amerisafe Grp,1988,3,1990,6807,3,5756,5057,138,12287,4450,7837,0,50271,0.8785615010423905
Amerisafe Grp,1988,4,1991,6807,4,5942,5478,194,12287,4450,7837,0,50271,0.9219118142039717
Amerisafe Grp,1988,5,1992,6807,5,5896,5647,144,12287,4450,7837,0,50271,0.9577679782903663
Amerisafe Grp,1988,6,1993,6807,6,5818,5672,29,12287,4450,7837,0,50271,0.9749054657958062
Amerisafe Grp,1988,7,1994,6807,7,5822,5710,29,12287,4450,7837,0,50271,0.9807626245276537
Amerisafe Grp,1988,8,1995,6807,8,5869,5753,29,12287,4450,7837,0,50271,0.9802351337536207
Amerisafe Grp,1988,9,1996,6807,9,5941,5892,100,12287,4450,7837,0,50271,0.9917522302642653
Amerisafe Grp,1988,10,1997,6807,10,5870,5969,0,12287,4450,7837,0,50271,1.0168654173764906
Amerisafe Grp,1989,1,1989,6807,1,7984,2820,1583,12721,1232,11489,0,50271,0.3532064128256513
Amerisafe Grp,1989,2,1990,6807,2,7379,5430,569,12721,1232,11489,0,50271,0.7358720693860957
Amerisafe Grp,1989,3,1991,6807,3,6993,6519,75,12721,1232,11489,0,50271,0.9322179322179323
Amerisafe Grp,1989,4,1992,6807,4,6996,6834,136,12721,1232,11489,0,50271,0.9768439108061749
Amerisafe Grp,1989,5,1993,6807,5,7173,6842,211,12721,1232,11489,0,50271,0.9538547330266276
Amerisafe Grp,1989,6,1994,6807,6,6925,6894,30,12721,1232,11489,0,50271,0.9955234657039711
Amerisafe Grp,1989,7,1995,6807,7,6939,6908,30,12721,1232,11489,0,50271,0.9955324974780227
Amerisafe Grp,1989,8,1996,6807,8,6914,6931,0,12721,1232,11489,0,50271,1.0024587792884003
Amerisafe Grp,1989,9,1997,6807,9,6915,6933,0,12721,1232,11489,0,50271,1.0026030368763557
Amerisafe Grp,1989,10,1998,6807,10,6934,6934,0,12721,1232,11489,0,50271,1.0
Amerisafe Grp,1990,1,1990,6807,1,9556,2811,2421,14311,1440,12871,0,50271,0.2941607367099205
Amerisafe Grp,1990,2,1991,6807,2,8320,5588,1241,14311,1440,12871,0,50271,0.6716346153846153
Amerisafe Grp,1990,3,1992,6807,3,8167,7568,237,14311,1440,12871,0,50271,0.9266560548549039
Amerisafe Grp,1990,4,1993,6807,4,8459,7943,324,14311,1440,12871,0,50271,0.9389998817827166
Amerisafe Grp,1990,5,1994,6807,5,8426,8127,45,14311,1440,12871,0,50271,0.9645145976738666
Amerisafe Grp,1990,6,1995,6807,6,8334,8264,21,14311,1440,12871,0,50271,0.9916006719462443
Amerisafe Grp,1990,7,1996,6807,7,8319,8435,0,14311,1440,12871,0,50271,1.0139439836518813
Amerisafe Grp,1990,8,1997,6807,8,8514,8525,0,14311,1440,12871,0,50271,1.0012919896640826
Amerisafe Grp,1990,9,1998,6807,9,8490,8490,0,14311,1440,12871,0,50271,1.0
Amerisafe Grp,1990,10,1999,6807,10,8491,8491,0,14311,1440,12871,0,50271,1.0
Amerisafe Grp,1991,1,1991,6807,1,11959,3675,2814,18074,1977,16097,0,50271,0.30729994146667783
Amerisafe Grp,1991,2,1992,6807,2,10316,6975,1115,18074,1977,16097,0,50271,0.6761341605273362
Amerisafe Grp,1991,3,1993,6807,3,10373,8667,931,18074,1977,16097,0,50271,0.8355345608792056
Amerisafe Grp,1991,4,1994,6807,4,9398,9109,58,18074,1977,16097,0,50271,0.9692487763353905
Amerisafe Grp,1991,5,1995,6807,5,9362,9248,58,18074,1977,16097,0,50271,0.9878231147190771
Amerisafe Grp,1991,6,1996,6807,6,9405,9474,0,18074,1977,16097,0,50271,1.0073365231259968
Amerisafe Grp,1991,7,1997,6807,7,9507,9453,47,18074,1977,16097,0,50271,0.9943199747554433
Amerisafe Grp,1991,8,1998,6807,8,9508,9462,38,18074,1977,16097,0,50271,0.9951619688683214
Amerisafe Grp,1991,9,1999,6807,9,9407,9432,0,18074,1977,16097,0,50271,1.002657595407675
Amerisafe Grp,1991,10,2000,6807,10,9506,9476,25,18074,1977,16097,0,50271,0.9968440984641279
Amerisafe Grp,1992,1,1992,6807,1,17226,5063,6030,30952,3334,27618,0,50271,0.29391617322651803
Amerisafe Grp,1992,2,1993,6807,2,14700,9486,2685,30952,3334,27618,0,50271,0.6453061224489796
Amerisafe Grp,1992,3,1994,6807,3,14853,11531,2688,30952,3334,27618,0,50271,0.7763414798357234
Amerisafe Grp,1992,4,1995,6807,4,13269,12035,1088,30952,3334,27618,0,50271,0.9070012811817018
Amerisafe Grp,1992,5,1996,6807,5,12243,12255,0,30952,3334,27618,0,50271,1.0009801519235482
Amerisafe Grp,1992,6,1997,6807,6,12364,12296,164,30952,3334,27618,0,50271,0.9945001617599483
Amerisafe Grp,1992,7,1998,6807,7,12288,12343,60,30952,3334,27618,0,50271,1.0044759114583333
Amerisafe Grp,1992,8,1999,6807,8,12528,12310,200,30952,3334,27618,0,50271,0.9825989782886334
Amerisafe Grp,1992,9,2000,6807,9,12421,12384,0,30952,3334,27618,0,50271,0.9970211738185332
Amerisafe Grp,1992,10,2001,6807,10,12488,12425,0,30952,3334,27618,0,50271,0.9949551569506726
Amerisafe Grp,1993,1,1993,6807,1,18225,6078,4200,39323,7652,31671,0,50271,0.3334979423868313
Amerisafe Grp,1993,2,1994,6807,2,17441,12040,2405,39323,7652,31671,0,50271,0.6903273894845479
Amerisafe Grp,1993,3,1995,6807,3,17727,14128,2678,39323,7652,31671,0,50271,0.7969763637389293
Amerisafe Grp,1993,4,1996,6807,4,15237,14649,184,39323,7652,31671,0,50271,0.9614097263240795
Amerisafe Grp,1993,5,1997,6807,5,14655,14792,40,39323,7652,31671,0,50271,1.0093483452746503
Amerisafe Grp,1993,6,1998,6807,6,14805,14753,147,39323,7652,31671,0,50271,0.9964876730834178
Amerisafe Grp,1993,7,1999,6807,7,14722,14761,0,39323,7652,31671,0,50271,1.0026490965901371
Amerisafe Grp,1993,8,2000,6807,8,14917,14811,0,39323,7652,31671,0,50271,0.9928940135415968
Amerisafe Grp,1993,9,2001,6807,9,15310,15114,0,39323,7652,31671,0,50271,0.9871979098628347
Amerisafe Grp,1993,10,2002,6807,10,15382,15140,0,39323,7652,31671,0,50271,0.9842673254453257
Amerisafe Grp,1994,1,1994,6807,1,19150,4985,4392,40814,7454,33360,0,50271,0.26031331592689294
Amerisafe Grp,1994,2,1995,6807,2,17726,9960,3429,40814,7454,33360,0,50271,0.5618864944149836
Amerisafe Grp,1994,3,1996,6807,3,17583,13053,3168,40814,7454,33360,0,50271,0.7423647841665245
Amerisafe Grp,1994,4,1997,6807,4,14520,13739,137,40814,7454,33360,0,50271,0.9462121212121212
Amerisafe Grp,1994,5,1998,6807,5,14633,14333,150,40814,7454,33360,0,50271,0.9794983940408666
Amerisafe Grp,1994,6,1999,6807,6,14574,14476,15,40814,7454,33360,0,50271,0.9932756964457252
Amerisafe Grp,1994,7,2000,6807,7,14622,14615,0,40814,7454,33360,0,50271,0.9995212693202025
Amerisafe Grp,1994,8,2001,6807,8,15004,14940,0,40814,7454,33360,0,50271,0.9957344708077845
Amerisafe Grp,1994,9,2002,6807,9,14968,14914,0,40814,7454,33360,0,50271,0.9963923035809727
Amerisafe Grp,1994,10,2003,6807,10,14976,14937,0,40814,7454,33360,0,50271,0.9973958333333334
Amerisafe Grp,1995,1,1995,6807,1,29069,7506,7331,61210,8417,52793,0,50271,0.2582132168289243
Amerisafe Grp,1995,2,1996,6807,2,27132,17461,4621,61210,8417,52793,0,50271,0.6435574229691877
Amerisafe Grp,1995,3,1997,6807,3,23879,20945,1296,61210,8417,52793,0,50271,0.8771305331044014
Amerisafe Grp,1995,4,1998,6807,4,23773,22381,674,61210,8417,52793,0,50271,0.9414461784377235
Amerisafe Grp,1995,5,1999,6807,5,23505,22989,171,61210,8417,52793,0,50271,0.9780472239948947
Amerisafe Grp,1995,6,2000,6807,6,23685,23311,13,61210,8417,52793,0,50271,0.9842094152417141
Amerisafe Grp,1995,7,2001,6807,7,24726,23628,169,61210,8417,52793,0,50271,0.9555933025964571
Amerisafe Grp,1995,8,2002,6807,8,24624,23806,25,61210,8417,52793,0,50271,0.9667803768680961
Amerisafe Grp,1995,9,2003,6807,9,24861,23923,0,61210,8417,52793,0,50271,0.9622702224367483
Amerisafe Grp,1995,10,2004,6807,10,24934,24218,18,61210,8417,52793,0,50271,0.9712841902622924
Amerisafe Grp,1996,1,1996,6807,1,31475,9953,5278,68588,7130,61458,0,50271,0.316219221604448
Amerisafe Grp,1996,2,1997,6807,2,31335,22722,3068,68588,7130,61458,0,50271,0.7251316419339396
Amerisafe Grp,1996,3,1998,6807,3,31100,27828,784,68588,7130,61458,0,50271,0.8947909967845659
Amerisafe Grp,1996,4,1999,6807,4,30986,29497,491,68588,7130,61458,0,50271,0.9519460401471632
Amerisafe Grp,1996,5,2000,6807,5,31028,30289,273,68588,7130,61458,0,50271,0.9761828026298827
Amerisafe Grp,1996,6,2001,6807,6,32061,30801,227,68588,7130,61458,0,50271,0.9606999157855338
Amerisafe Grp,1996,7,2002,6807,7,32306,31018,183,68588,7130,61458,0,50271,0.9601312449699746
Amerisafe Grp,1996,8,2003,6807,8,32441,31301,2,68588,7130,61458,0,50271,0.9648592830060726
Amerisafe Grp,1996,9,2004,6807,9,32462,31397,79,68588,7130,61458,0,50271,0.9671924095865936
Amerisafe Grp,1996,10,2005,6807,10,32495,31379,114,68588,7130,61458,0,50271,0.9656562548084321
Amerisafe Grp,1997,1,1997,6807,1,52854,18058,8952,99825,7890,91935,0,50271,0.3416581526469141
Amerisafe Grp,1997,2,1998,6807,2,54139,42156,1991,99825,7890,91935,0,50271,0.7786623321450341
Amerisafe Grp,1997,3,1999,6807,3,59991,50290,2735,99825,7890,91935,0,50271,0.8382924105282459
Amerisafe Grp,1997,4,2000,6807,4,61876,56448,502,99825,7890,91935,0,50271,0.9122761652336931
Amerisafe Grp,1997,5,2001,6807,5,63453,58873,155,99825,7890,91935,0,50271,0.9278205916189936
Amerisafe Grp,1997,6,2002,6807,6,64235,60314,334,99825,7890,91935,0,50271,0.9389585117147973
Amerisafe Grp,1997,7,2003,6807,7,64440,61133,2,99825,7890,91935,0,50271,0.9486809435133458
Amerisafe Grp,1997,8,2004,6807,8,64799,61452,486,99825,7890,91935,0,50271,0.9483479683328446
Amerisafe Grp,1997,9,2005,6807,9,64314,61569,325,99825,7890,91935,0,50271,0.9573187797369157
Amerisafe Grp,1997,10,2006,6807,10,64324,61767,841,99825,7890,91935,0,50271,0.9602481188980785
New Jersey Manufacturers Grp,1988,1,1988,7080,1,167087,41821,65633,196319,607,195712,0,1090093,0.2502947566237948
New Jersey Manufacturers Grp,1988,2,1989,7080,2,166976,76550,42901,196319,607,195712,0,1090093,0.45844911843618247
New Jersey Manufacturers Grp,1988,3,1990,7080,3,166458,96697,16353,196319,607,195712,0,1090093,0.580909298441649
New Jersey Manufacturers Grp,1988,4,1991,7080,4,170327,112662,10768,196319,607,195712,0,1090093,0.6614453374978717
New Jersey Manufacturers Grp,1988,5,1992,7080,5,178065,123947,14688,196319,607,195712,0,1090093,0.696077275152332
New Jersey Manufacturers Grp,1988,6,1993,7080,6,179126,129871,17290,196319,607,195712,0,1090093,0.7250259593805478
New Jersey Manufacturers Grp,1988,7,1994,7080,7,175786,134646,18177,196319,607,195712,0,1090093,0.7659654352451276
New Jersey Manufacturers Grp,1988,8,1995,7080,8,176194,138388,16365,196319,607,195712,0,1090093,0.7854296968114691
New Jersey Manufacturers Grp,1988,9,1996,7080,9,178076,141823,15521,196319,607,195712,0,1090093,0.7964183831622453
New Jersey Manufacturers Grp,1988,10,1997,7080,10,178967,144781,15214,196319,607,195712,0,1090093,0.8089815440835462
New Jersey Manufacturers Grp,1989,1,1989,7080,1,179470,48167,77352,212876,682,212194,0,1090093,0.2683846882487324
New Jersey Manufacturers Grp,1989,2,1990,7080,2,185511,87662,39979,212876,682,212194,0,1090093,0.4725434071294964
New Jersey Manufacturers Grp,1989,3,1991,7080,3,190758,112106,20543,212876,682,212194,0,1090093,0.5876870170582623
New Jersey Manufacturers Grp,1989,4,1992,7080,4,202576,130284,22648,212876,682,212194,0,1090093,0.643136403127715
New Jersey Manufacturers Grp,1989,5,1993,7080,5,204649,141124,23882,212876,682,212194,0,1090093,0.689590469535644
New Jersey Manufacturers Grp,1989,6,1994,7080,6,201686,148503,23849,212876,682,212194,0,1090093,0.7363079241990024
New Jersey Manufacturers Grp,1989,7,1995,7080,7,202141,154186,21043,212876,682,212194,0,1090093,0.7627646049044974
New Jersey Manufacturers Grp,1989,8,1996,7080,8,204552,158944,23016,212876,682,212194,0,1090093,0.7770346904454613
New Jersey Manufacturers Grp,1989,9,1997,7080,9,204135,162903,21483,212876,682,212194,0,1090093,0.7980160188110809
New Jersey Manufacturers Grp,1989,10,1998,7080,10,204214,165596,19309,212876,682,212194,0,1090093,0.8108944538572282
New Jersey Manufacturers Grp,1990,1,1990,7080,1,198993,52058,84565,220447,651,219796,0,1090093,0.2616071922127914
New Jersey Manufacturers Grp,1990,2,1991,7080,2,215685,99517,47641,220447,651,219796,0,1090093,0.46139972645292904
New Jersey Manufacturers Grp,1990,3,1992,7080,3,226829,126876,34902,220447,651,219796,0,1090093,0.5593464680442095
New Jersey Manufacturers Grp,1990,4,1993,7080,4,228487,144792,32231,220447,651,219796,0,1090093,0.6336990725949397
New Jersey Manufacturers Grp,1990,5,1994,7080,5,225776,156240,31964,220447,651,219796,0,1090093,0.6920133229395508
New Jersey Manufacturers Grp,1990,6,1995,7080,6,226678,165086,31547,220447,651,219796,0,1090093,0.7282841740265927
New Jersey Manufacturers Grp,1990,7,1996,7080,7,228830,170955,34425,220447,651,219796,0,1090093,0.7470829873705371
New Jersey Manufacturers Grp,1990,8,1997,7080,8,228252,176346,31946,220447,651,219796,0,1090093,0.7725934493454603
New Jersey Manufacturers Grp,1990,9,1998,7080,9,226461,179831,29475,220447,651,219796,0,1090093,0.7940925810625229
New Jersey Manufacturers Grp,1990,10,1999,7080,10,219858,182686,21427,220447,651,219796,0,1090093,0.830927234851586
New Jersey Manufacturers Grp,1991,1,1991,7080,1,237457,57251,97295,250254,659,249595,0,1090093,0.24110049398417396
New Jersey Manufacturers Grp,1991,2,1992,7080,2,245174,106761,58797,250254,659,249595,0,1090093,0.4354499253591327
New Jersey Manufacturers Grp,1991,3,1993,7080,3,247201,133797,41800,250254,659,249595,0,1090093,0.5412478104862035
New Jersey Manufacturers Grp,1991,4,1994,7080,4,247388,154668,36567,250254,659,249595,0,1090093,0.6252041327792779
New Jersey Manufacturers Grp,1991,5,1995,7080,5,245651,168972,31025,250254,659,249595,0,1090093,0.6878539065584915
New Jersey Manufacturers Grp,1991,6,1996,7080,6,249402,179524,34939,250254,659,249595,0,1090093,0.7198178041876168
New Jersey Manufacturers Grp,1991,7,1997,7080,7,251541,187266,36246,250254,659,249595,0,1090093,0.744475055756318
New Jersey Manufacturers Grp,1991,8,1998,7080,8,250138,192657,32810,250254,659,249595,0,1090093,0.7702028480278886
New Jersey Manufacturers Grp,1991,9,1999,7080,9,242856,196436,23765,250254,659,249595,0,1090093,0.8088579240372896
New Jersey Manufacturers Grp,1991,10,2000,7080,10,242272,200098,19248,250254,659,249595,0,1090093,0.8259229295997886
New Jersey Manufacturers Grp,1992,1,1992,7080,1,256936,59213,94349,268980,687,268293,0,1090093,0.2304581685711617
New Jersey Manufacturers Grp,1992,2,1993,7080,2,272664,113342,66769,268980,687,268293,0,1090093,0.41568377196843
New Jersey Manufacturers Grp,1992,3,1994,7080,3,272226,142908,50233,268980,687,268293,0,1090093,0.5249608780939367
New Jersey Manufacturers Grp,1992,4,1995,7080,4,266570,165392,39351,268980,687,268293,0,1090093,0.6204449112803391
New Jersey Manufacturers Grp,1992,5,1996,7080,5,263346,179506,34641,268980,687,268293,0,1090093,0.6816355668967822
New Jersey Manufacturers Grp,1992,6,1997,7080,6,263655,189506,35010,268980,687,268293,0,1090093,0.7187650528152321
New Jersey Manufacturers Grp,1992,7,1998,7080,7,263850,196590,34892,268980,687,268293,0,1090093,0.7450824332006822
New Jersey Manufacturers Grp,1992,8,1999,7080,8,256920,202289,27683,268980,687,268293,0,1090093,0.7873618246925113
New Jersey Manufacturers Grp,1992,9,2000,7080,9,257022,207155,24398,268980,687,268293,0,1090093,0.8059815891246663
New Jersey Manufacturers Grp,1992,10,2001,7080,10,253737,211324,16980,268980,687,268293,0,1090093,0.8328466088903077
New Jersey Manufacturers Grp,1993,1,1993,7080,1,273382,59475,105918,317533,807,316726,0,1090093,0.21755272841664777
New Jersey Manufacturers Grp,1993,2,1994,7080,2,273792,111551,76242,317533,807,316726,0,1090093,0.40742972767648433
New Jersey Manufacturers Grp,1993,3,1995,7080,3,266742,138387,48649,317533,807,316726,0,1090093,0.5188046876757316
New Jersey Manufacturers Grp,1993,4,1996,7080,4,259781,160719,39976,317533,807,316726,0,1090093,0.6186711114361713
New Jersey Manufacturers Grp,1993,5,1997,7080,5,261032,175475,41026,317533,807,316726,0,1090093,0.6722355879738883
New Jersey Manufacturers Grp,1993,6,1998,7080,6,260956,185621,39984,317533,807,316726,0,1090093,0.7113114854611505
New Jersey Manufacturers Grp,1993,7,1999,7080,7,253941,192959,32009,317533,807,316726,0,1090093,0.7598576047192064
New Jersey Manufacturers Grp,1993,8,2000,7080,8,250107,198230,29050,317533,807,316726,0,1090093,0.7925807754281168
New Jersey Manufacturers Grp,1993,9,2001,7080,9,247642,202370,23949,317533,807,316726,0,1090093,0.8171877145233846
New Jersey Manufacturers Grp,1993,10,2002,7080,10,245203,206314,20570,317533,807,316726,0,1090093,0.841400798522041
New Jersey Manufacturers Grp,1994,1,1994,7080,1,311979,65607,134776,345154,867,344287,0,1090093,0.21029300049041763
New Jersey Manufacturers Grp,1994,2,1995,7080,2,290504,110255,91071,345154,867,344287,0,1090093,0.3795300581059125
New Jersey Manufacturers Grp,1994,3,1996,7080,3,264756,137317,51796,345154,867,344287,0,1090093,0.5186549124476877
New Jersey Manufacturers Grp,1994,4,1997,7080,4,263642,159972,50769,345154,867,344287,0,1090093,0.6067773723458326
New Jersey Manufacturers Grp,1994,5,1998,7080,5,262145,174820,48518,345154,867,344287,0,1090093,0.6668828320204467
New Jersey Manufacturers Grp,1994,6,1999,7080,6,259942,185680,48211,345154,867,344287,0,1090093,0.7143131929430412
New Jersey Manufacturers Grp,1994,7,2000,7080,7,256238,192435,41739,345154,867,344287,0,1090093,0.7510010224869067
New Jersey Manufacturers Grp,1994,8,2001,7080,8,253057,198420,36685,345154,867,344287,0,1090093,0.7840921215378354
New Jersey Manufacturers Grp,1994,9,2002,7080,9,247947,202286,30719,345154,867,344287,0,1090093,0.8158437085344852
New Jersey Manufacturers Grp,1994,10,2003,7080,10,245985,205971,25652,345154,867,344287,0,1090093,0.8373315446063785
New Jersey Manufacturers Grp,1995,1,1995,7080,1,288726,56748,127495,358036,1156,356880,0,1090093,0.1965462064379377
New Jersey Manufacturers Grp,1995,2,1996,7080,2,265868,96063,82646,358036,1156,356880,0,1090093,0.3613183986038184
New Jersey Manufacturers Grp,1995,3,1997,7080,3,255992,122811,59228,358036,1156,356880,0,1090093,0.4797454607956499
New Jersey Manufacturers Grp,1995,4,1998,7080,4,234873,142696,40907,358036,1156,356880,0,1090093,0.6075453542978546
New Jersey Manufacturers Grp,1995,5,1999,7080,5,231927,156279,40300,358036,1156,356880,0,1090093,0.6738284029026375
New Jersey Manufacturers Grp,1995,6,2000,7080,6,228409,164284,35499,358036,1156,356880,0,1090093,0.7192536196034307
New Jersey Manufacturers Grp,1995,7,2001,7080,7,226928,171811,31304,358036,1156,356880,0,1090093,0.7571167947542833
New Jersey Manufacturers Grp,1995,8,2002,7080,8,224732,177267,27305,358036,1156,356880,0,1090093,0.7887928732890732
New Jersey Manufacturers Grp,1995,9,2003,7080,9,221506,181106,20573,358036,1156,356880,0,1090093,0.8176121640045868
New Jersey Manufacturers Grp,1995,10,2004,7080,10,221001,185518,15916,358036,1156,356880,0,1090093,0.8394441654110162
New Jersey Manufacturers Grp,1996,1,1996,7080,1,258617,52212,110312,314672,1260,313412,0,1090093,0.20188928028706543
New Jersey Manufacturers Grp,1996,2,1997,7080,2,236631,92242,63001,314672,1260,313412,0,1090093,0.38981367614555995
New Jersey Manufacturers Grp,1996,3,1998,7080,3,238314,118485,58505,314672,1260,313412,0,1090093,0.4971801908406556
New Jersey Manufacturers Grp,1996,4,1999,7080,4,239228,137734,63325,314672,1260,313412,0,1090093,0.5757436420485896
New Jersey Manufacturers Grp,1996,5,2000,7080,5,231669,149575,52500,314672,1260,313412,0,1090093,0.6456409791556056
New Jersey Manufacturers Grp,1996,6,2001,7080,6,227225,159583,42308,314672,1260,313412,0,1090093,0.7023126856639894
New Jersey Manufacturers Grp,1996,7,2002,7080,7,225507,168453,36058,314672,1260,313412,0,1090093,0.7469967672843858
New Jersey Manufacturers Grp,1996,8,2003,7080,8,222372,174288,30547,314672,1260,313412,0,1090093,0.7837677405428741
New Jersey Manufacturers Grp,1996,9,2004,7080,9,216789,178976,20340,314672,1260,313412,0,1090093,0.8255769434796046
New Jersey Manufacturers Grp,1996,10,2005,7080,10,221639,183281,20866,314672,1260,313412,0,1090093,0.8269347903572927
New Jersey Manufacturers Grp,1997,1,1997,7080,1,216437,43962,95552,262329,1068,261261,0,1090093,0.20311684231439173
New Jersey Manufacturers Grp,1997,2,1998,7080,2,202104,77007,66647,262329,1068,261261,0,1090093,0.38102660016625106
New Jersey Manufacturers Grp,1997,3,1999,7080,3,212211,99457,72238,262329,1068,261261,0,1090093,0.4686703328291182
New Jersey Manufacturers Grp,1997,4,2000,7080,4,202755,114615,57917,262329,1068,261261,0,1090093,0.5652881556558408
New Jersey Manufacturers Grp,1997,5,2001,7080,5,194917,126485,44212,262329,1068,261261,0,1090093,0.6489172314369706
New Jersey Manufacturers Grp,1997,6,2002,7080,6,190408,134249,36231,262329,1068,261261,0,1090093,0.7050596613587664
